|Thu May 28 13:16:38 +0000 2015|;|0|;|No more AMORADO :( #PSYAngGabingHindiMalilimutan|;|na|;|na|
|Thu May 28 13:16:36 +0000 2015|;|0|;|Miga tá passando mal :(|;|na|;|na|
|Thu May 28 13:16:34 +0000 2015|;|0|;|sdds daa calls dos little hams :(|;|na|;|na|
|Thu May 28 13:16:26 +0000 2015|;|0|;|Amor :((((|;|na|;|na|
|Thu May 28 13:16:24 +0000 2015|;|0|;|AT_USER a minha coleção no momento só tem uma caneca :((|;|na|;|na|
|Thu May 28 13:16:24 +0000 2015|;|0|;|não to creno q a kendall vai ta hoje na oscar freire e eu não vou conseguir ver e vou embora amanhã :(|;|na|;|na|
|Thu May 28 13:16:23 +0000 2015|;|0|;|Amor :((((( #PSYAngGabingHindiMalilimutan|;|na|;|na|
|Thu May 28 13:16:22 +0000 2015|;|0|;|Vou dar na cara de vcs seus putos  tomei mo susto quando vi JELENA IS BACK  Não me iludam porra :(|;|na|;|na|
|Thu May 28 13:16:21 +0000 2015|;|11|;|RT AT_USER Gente eu não posso morrer sem antes abraçar ela assim :( #TeenChoice #ChoiceFemaleArtist Demi Lovato URL|;|na|;|na|
|Thu May 28 13:16:20 +0000 2015|;|0|;|Meu iphone ta bloqueado :(|;|na|;|na|
|Thu May 28 13:16:15 +0000 2015|;|0|;|AT_USER Qual livro comprou para ela Eu quero  O resgate do tigre Ahh amigu eu não sou fã de festas :(|;|na|;|na|
|Thu May 28 13:16:03 +0000 2015|;|0|;|tô com tanta saudade da Goida e da Gabs :(((((((((((((( puta que pariu|;|na|;|na|
|Thu May 28 13:16:03 +0000 2015|;|0|;|Confirmo :( URL|;|na|;|na|
|Thu May 28 13:16:01 +0000 2015|;|0|;|Queria poder taaanto te proteger do mundo voc é tao valioso babe :( EU TE AMO LOUIS URL|;|na|;|na|
|Thu May 28 13:15:59 +0000 2015|;|0|;|preciso de tratamento :(|;|na|;|na|
|Thu May 28 13:15:57 +0000 2015|;|0|;|O homem só envelhece quando os lamentos substituem seus sonhos :-(|;|na|;|na|
|Thu May 28 13:15:57 +0000 2015|;|1|;|RT AT_USER o gordo 1 n vem :( fdc|;|na|;|na|
|Thu May 28 13:15:56 +0000 2015|;|0|;|AT_USER estou triste por vc :( não é facil Baixou mta série|;|na|;|na|
|Thu May 28 13:15:53 +0000 2015|;|0|;|saudades votar pro teen choice awards :( saudades dos mutirões|;|na|;|na|
|Thu May 28 13:15:53 +0000 2015|;|0|;|Que friooooo :(|;|na|;|na|
|Thu May 28 13:15:52 +0000 2015|;|0|;|AT_USER amiga no me quemes :(|;|na|;|na|
|Thu May 28 13:15:51 +0000 2015|;|0|;|AT_USER eu já tentei ir em três dele e não deu certo Espero conseguir ir no próximo que tiver pq nossa :(|;|na|;|na|
|Thu May 28 13:15:50 +0000 2015|;|0|;|Lindo dolor de espalda :(|;|na|;|na|
|Thu May 28 13:15:49 +0000 2015|;|2|;|RT AT_USER viciado em RT ganho nenhum :(|;|na|;|na|
|Thu May 28 13:15:49 +0000 2015|;|0|;|AT_USER Tá aqui do lado Serio Que merda meu :( mas já é certeza|;|na|;|na|
|Thu May 28 13:15:46 +0000 2015|;|0|;|Tambah tembem aje ten :(|;|na|;|na|
|Thu May 28 13:15:46 +0000 2015|;|0|;|AT_USER então no meu caso eu arranco pelos da barba e do corpo mas sim tenho algumas falhas :(|;|na|;|na|
|Thu May 28 13:15:44 +0000 2015|;|0|;|Poxa bem que Evanescence poderia vir pra ca :(|;|na|;|na|
|Thu May 28 13:15:39 +0000 2015|;|0|;|To muito ocioso :(((((((|;|na|;|na|
|Thu May 28 13:15:33 +0000 2015|;|0|;|queria estar em casa :((( DéboraLyraNoHojeEmDia|;|na|;|na|
|Thu May 28 13:15:33 +0000 2015|;|17|;|RT AT_USER E acabou :( #DemiOnToday|;|na|;|na|
|Thu May 28 13:15:27 +0000 2015|;|0|;|fiz bolhas nos pés :( isto doi|;|na|;|na|
|Thu May 28 13:15:26 +0000 2015|;|0|;|Acordei passando mal já :(|;|na|;|na|
|Thu May 28 13:15:22 +0000 2015|;|0|;|Felicidade do dia: não ter aula + chuva Mas Tenho prova amanhã :(|;|na|;|na|
|Thu May 28 13:15:21 +0000 2015|;|13|;|RT AT_USER Eu to chorando gente o jeitinho da demi o abraço :( #TeenChoice #ChoiceFemaleArtist Demi Lovato URL|;|na|;|na|
|Thu May 28 13:15:20 +0000 2015|;|0|;|AT_USER mais uma :( URL|;|na|;|na|
|Thu May 28 13:15:19 +0000 2015|;|0|;|AT_USER depois do cuprar e façar eu não duvido mais de nada :(|;|na|;|na|
|Thu May 28 13:15:08 +0000 2015|;|0|;|AT_USER simmmm saudades desse tempinho né :(|;|na|;|na|
|Thu May 28 13:15:03 +0000 2015|;|0|;|AT_USER DE NADA Fiquei com pena porque estava em aulas quando ele respondeu a fãs :( MAS FICO TÃO CONTENTE POR TODAS A QUEM RESPONDEU|;|na|;|na|
|Thu May 28 13:15:03 +0000 2015|;|0|;|AT_USER Quero que chegue hoje :(|;|na|;|na|
|Thu May 28 13:15:00 +0000 2015|;|0|;|queria passar o dia inteiro hoje com o meu amor pena q não dá :(|;|na|;|na|
|Thu May 28 13:14:58 +0000 2015|;|0|;|Eduardo :((|;|na|;|na|
|Thu May 28 13:14:53 +0000 2015|;|0|;|AT_USER Sim olhar p cara das inimi todos os dias eh uma grande provahahaha mas nas últimas semanas to tendo quase sempre :(|;|na|;|na|
|Thu May 28 13:14:44 +0000 2015|;|0|;|OTP MAIS REAL QUE TODO O RESTO A CARINHA DO GWANGSU :(((((((((((((( URL|;|na|;|na|
|Thu May 28 13:14:44 +0000 2015|;|0|;|AT_USER na le lis blanc da Oscar freire :(|;|na|;|na|
|Thu May 28 13:14:43 +0000 2015|;|0|;|saudadesss das minhas fériass :(|;|na|;|na|
|Thu May 28 13:14:42 +0000 2015|;|0|;|dinah é a coisa mais linda quero pra mim :( URL|;|na|;|na|
|Thu May 28 13:14:41 +0000 2015|;|0|;|N quero levantar da cama :( a parte boa do meu dia só começa 20h qro ficar deitadinha até lá kkkk|;|na|;|na|
|Thu May 28 13:14:40 +0000 2015|;|0|;|AT_USER AT_USER eu não te conhecia bebê :(|;|na|;|na|
|Thu May 28 13:14:40 +0000 2015|;|0|;|to com uma saudade imensa do meu amor :(|;|na|;|na|
|Thu May 28 13:14:39 +0000 2015|;|0|;|Mds : Estou apaixonada pelo meu amigo Tenho medo dele n sentir o mesmo por mim : N quero estragar nossa amizade :( #FavSDVcomValentino|;|na|;|na|
|Thu May 28 13:14:35 +0000 2015|;|0|;|Camila em Nova Iguaçu hoje e eu não sabia :(|;|na|;|na|
|Thu May 28 13:14:31 +0000 2015|;|0|;|Ta frio :(|;|na|;|na|
|Thu May 28 13:14:30 +0000 2015|;|0|;|chuvinha gostosa pra dormi :(|;|na|;|na|
|Thu May 28 13:14:25 +0000 2015|;|0|;|AT_USER mianhae :(|;|na|;|na|
|Thu May 28 13:14:22 +0000 2015|;|0|;|AT_USER AT_USER siim por isso sumi :(|;|na|;|na|
|Thu May 28 13:14:21 +0000 2015|;|0|;|a é vc ta trabalhando né moi :(|;|na|;|na|
|Thu May 28 13:14:20 +0000 2015|;|1|;|RT AT_USER AT_USER MAS EU TO SEM AULA UM MES :(((((|;|na|;|na|
|Thu May 28 13:14:18 +0000 2015|;|0|;| #JustinForMMVA  O JUSTIN TA DE PALHAçADA COM ESSE ÁLBUM  :(|;|na|;|na|
|Thu May 28 13:14:18 +0000 2015|;|0|;|AT_USER Balsa :-(|;|na|;|na|
|Thu May 28 13:14:07 +0000 2015|;|0|;|vi o carro que era meu hoje bateu aquela saudade :(|;|na|;|na|
|Thu May 28 13:14:06 +0000 2015|;|0|;|Não queria ter que trabalhar hoje :(((|;|na|;|na|
|Thu May 28 13:14:03 +0000 2015|;|0|;|tive que ir pra faculdade ontem :(|;|na|;|na|
|Thu May 28 13:14:03 +0000 2015|;|0|;|AT_USER AUDHAUSHAUSHA maior boa migo :( pode tenta essa tbm eu nome é amor meu destino é viver minha vida é sonhar e meu sonho é você|;|na|;|na|
|Thu May 28 13:14:00 +0000 2015|;|0|;|AT_USER Sim nessa foto ela tá gata :( Mas acho que ele só vai achar a pessoa certa se for eu|;|na|;|na|
|Thu May 28 13:14:00 +0000 2015|;|0|;|Quero ir embora :(|;|na|;|na|
|Thu May 28 13:14:00 +0000 2015|;|0|;|AT_USER AT_USER mais foi debs :( eu estava sem comer a muito tempo mas ta td bem agora|;|na|;|na|
|Thu May 28 13:13:59 +0000 2015|;|1|;|RT AT_USER AT_USER vou nao :(|;|na|;|na|
|Thu May 28 13:13:54 +0000 2015|;|0|;|Sdds do twitter quando o luan entrava :(|;|-22.966841|;|-49.8535016|
|Thu May 28 13:13:53 +0000 2015|;|0|;|Pior foi o filho da puta do motorista de ônibus passando pela poça de água e jogando água no meu ouvido :( URL|;|na|;|na|
|Thu May 28 13:13:49 +0000 2015|;|0|;|pode ser atuação mas me machuca vê ele assim :( URL|;|na|;|na|
|Thu May 28 13:13:49 +0000 2015|;|0|;|AT_USER realmente :(|;|na|;|na|
|Thu May 28 13:13:48 +0000 2015|;|0|;|Professor passando mais um trabalho e eu querendo chora :((((((|;|na|;|na|
|Thu May 28 13:13:42 +0000 2015|;|0|;|Nunca mais tento bate nas puta :(|;|na|;|na|
|Thu May 28 13:13:42 +0000 2015|;|0|;|Passei em frente a um velório aqui no Tatuapé e cê louco gosto disso não :(|;|na|;|na|
|Thu May 28 13:13:36 +0000 2015|;|0|;|AT_USER quero não :(|;|na|;|na|
|Thu May 28 13:13:36 +0000 2015|;|0|;|Estou tendo conversas maravilhosas no Twitter mas ele está me confundindo com essas visualizações estranhas :(|;|na|;|na|
|Thu May 28 13:13:34 +0000 2015|;|0|;|AT_USER Amiga se a Marina seguiu o Rodrigo e o Murilo é porque ela está ainda no elenco né Se ela sair vou ficar muito chateada :(|;|na|;|na|
|Thu May 28 13:13:34 +0000 2015|;|1|;|AT_USER vou nao :(|;|na|;|na|
|Thu May 28 13:13:32 +0000 2015|;|1|;|AT_USER MAS EU TO SEM AULA UM MES :(((((|;|na|;|na|
|Thu May 28 13:13:31 +0000 2015|;|0|;|Crlh que saudades de uma amiga pohaaaa to boladão:-(:-(|;|na|;|na|
|Thu May 28 13:13:29 +0000 2015|;|17|;|RT AT_USER Mahogany Lox é a mais indicada :( Com 6745 e a Jasmine está com 4698 #TeenChoice #ChoiceFemaleWebStar JASMINE V URL|;|na|;|na|
|Thu May 28 13:13:28 +0000 2015|;|0|;|AT_USER : ( vou tentar rs : )|;|na|;|na|
|Thu May 28 13:13:24 +0000 2015|;|0|;|AT_USER não muito :(|;|na|;|na|
|Thu May 28 13:13:21 +0000 2015|;|0|;|AT_USER AT_USER AT_USER tenha do msm sofro mt por isso :(|;|na|;|na|
|Thu May 28 13:13:17 +0000 2015|;|1|;|RT AT_USER AT_USER saudades tambemmm my bitch :(|;|na|;|na|
|Thu May 28 13:13:16 +0000 2015|;|0|;|Houve porrada lá na escola não vi :(|;|na|;|na|
|Thu May 28 13:13:16 +0000 2015|;|0|;|AT_USER hahahahah você é gremista ne Desculpa mas não quero nenhum time Argentino ganhando de novo :(|;|na|;|na|
|Thu May 28 13:13:15 +0000 2015|;|0|;|espero que o pessoal mande :(|;|na|;|na|
|Thu May 28 13:13:15 +0000 2015|;|0|;|Agora além de chateada que não tenho 100 dólares pra ir pra Europa tô chateada que Mad Max saiu do IMAX :(|;|na|;|na|
|Thu May 28 13:13:12 +0000 2015|;|0|;|se vcs soubessem a dor na coluna que eu to :(|;|na|;|na|
|Thu May 28 13:13:10 +0000 2015|;|0|;|Mas ele também Poxa vida :( URL|;|na|;|na|
|Thu May 28 13:13:08 +0000 2015|;|1|;|AT_USER sim  muita :(|;|na|;|na|
|Thu May 28 13:13:03 +0000 2015|;|0|;|eu tenho uma camisa dos tartarugas ninjas tão maneira que ta perdida pela casa da titia :(|;|na|;|na|
|Thu May 28 13:13:01 +0000 2015|;|1|;|AT_USER saudades tambemmm my bitch :(|;|na|;|na|
|Thu May 28 13:12:49 +0000 2015|;|0|;|AT_USER olhando por esse lado Mas porra :(|;|na|;|na|
|Thu May 28 13:12:48 +0000 2015|;|0|;|AT_USER venom me dá um oi Pfvr :(|;|na|;|na|
|Thu May 28 13:12:43 +0000 2015|;|1|;|RT AT_USER AT_USER saudade meu amorrrr :(|;|na|;|na|
|Thu May 28 13:12:40 +0000 2015|;|0|;|AT_USER sai até do whatzapp ou e vou faiar na festa no santa tbm :( é bem antes da prova|;|na|;|na|
|Thu May 28 13:12:38 +0000 2015|;|0|;|Quero ver meu benzinho hoje :(|;|na|;|na|
|Thu May 28 13:12:34 +0000 2015|;|0|;|Pai que saudade do senhor :(|;|na|;|na|
|Thu May 28 13:12:31 +0000 2015|;|1|;|AT_USER saudade meu amorrrr :(|;|na|;|na|
|Thu May 28 13:12:30 +0000 2015|;|0|;|Mas já to pensando nos meninos :(|;|na|;|na|
|Thu May 28 13:12:30 +0000 2015|;|0|;|AT_USER poxa:(|;|na|;|na|
|Thu May 28 13:12:25 +0000 2015|;|0|;|AT_USER eu pensava que só gostavas de mim :(|;|na|;|na|
|Thu May 28 13:12:23 +0000 2015|;|0|;|Vou fazer de tudo pra ver a Kendall hoje Meu Deus do céu :( que maravilhosa|;|na|;|na|
|Thu May 28 13:12:22 +0000 2015|;|0|;|AT_USER ainda não to em minas por uma semana Mas final de junho vou vim morar aqui :(|;|na|;|na|
|Thu May 28 13:12:18 +0000 2015|;|0|;|AT_USER o que foi visto não pode ser desvisto :(|;|na|;|na|
|Thu May 28 13:12:17 +0000 2015|;|1|;|RT AT_USER SE SENTINDO TLISTE :( AT_USER URL|;|na|;|na|
|Thu May 28 13:12:15 +0000 2015|;|2|;|Queria ir no cinema :(|;|na|;|na|
|Thu May 28 13:12:12 +0000 2015|;|0|;|Quero cell novo :(|;|na|;|na|
|Thu May 28 13:12:08 +0000 2015|;|0|;|Enxaqueca :((|;|na|;|na|
|Thu May 28 13:12:06 +0000 2015|;|0|;|AT_USER começa a anotar nos lembretes do celular hahahaha Eu fazia isso quando tava com a memória ruim :(|;|na|;|na|
|Thu May 28 13:12:05 +0000 2015|;|0|;|AT_USER lira já curtiu meu trem a anos atrás qnd eu mandei parabéns p ele :-(|;|na|;|na|
|Thu May 28 13:12:05 +0000 2015|;|0|;|saudades do AT_USER :(|;|na|;|na|
|Thu May 28 13:12:04 +0000 2015|;|0|;|AT_USER fogo ok :( *porque é que estas a bater em ti própria no background*|;|na|;|na|
|Thu May 28 13:12:03 +0000 2015|;|80|;|RT AT_USER AT_USER não eu comecei a editar mas não tava conseguindo fazer coisas muito engraçadas :(|;|na|;|na|
|Thu May 28 13:12:02 +0000 2015|;|4|;|RT AT_USER Vou indo q tenho cabelo marcado nossa e com essa chuva :( bj bj|;|na|;|na|
|Thu May 28 13:12:02 +0000 2015|;|0|;|AT_USER Fui pessimista e acabei acertando Infelizmente :(|;|na|;|na|
|Thu May 28 13:12:02 +0000 2015|;|0|;|AT_USER também vou :(((|;|na|;|na|
|Thu May 28 13:12:01 +0000 2015|;|0|;|To com cólica :((((((((((|;|na|;|na|
|Thu May 28 13:11:59 +0000 2015|;|1|;|RT AT_USER Eu queria fazer parte da comunidade secreta do BigFollow mas s� clientes fazem � foda :( URL|;|na|;|na|
|Thu May 28 13:11:56 +0000 2015|;|0|;|Sem falar nas camisas do chelsea grin e do whitechapel q eu tinha q compra esse ano :c mas emprestei todo meu dinheiro pra duda :((|;|na|;|na|
|Thu May 28 13:11:54 +0000 2015|;|0|;|A aula ja acabou :( queria ir pra casa mastenho que pegar os uniformes da Mafia )):|;|na|;|na|
|Thu May 28 13:11:53 +0000 2015|;|96|;|RT AT_USER AT_USER eu to tentando muito postar 4 por semana mas to falhando por não curtir o resultado dos vídeos :(|;|na|;|na|
|Thu May 28 13:11:44 +0000 2015|;|0|;|AT_USER :3 vc é tão bonitinha :3 Admiro quem desenha sempre quis manjar disso :(|;|na|;|na|
|Thu May 28 13:11:43 +0000 2015|;|0|;|preciso de um mouse novo :(|;|na|;|na|
|Thu May 28 13:11:39 +0000 2015|;|540|;|RT AT_USER Pra galera que tem reclamado de menos vídeos no canal eu gravo muito mas não fico satisfeito com o resultado da maioria do…|;|na|;|na|
|Thu May 28 13:11:34 +0000 2015|;|1|;|RT AT_USER AT_USER vc n me chamou :(|;|na|;|na|
|Thu May 28 13:11:34 +0000 2015|;|0|;|AT_USER vou procurar mesmo agora me interessei jkskk minhas aulas de ciência na parte astronômica foram muito rápidas e tediosas :(|;|na|;|na|
|Thu May 28 13:11:31 +0000 2015|;|0|;|Gente que tédio :(|;|na|;|na|
|Thu May 28 13:11:29 +0000 2015|;|0|;|Daqui a pouco eu tenho q ir pra aula Queria ficar aqui falando com vcs :( #TaylorCaniffBrasilLovesYou|;|na|;|na|
|Thu May 28 13:11:29 +0000 2015|;|0|;|Atenção  Eu toh sem WhatsApp :( meu Celular caio no chao e quebrou :( :( sem face sem porra nenhuma isso e um cu — se sentindo triste|;|na|;|na|
|Thu May 28 13:11:23 +0000 2015|;|0|;|AT_USER ahsuahsu nessecito de um :(|;|na|;|na|
|Thu May 28 13:11:23 +0000 2015|;|0|;|Saudade de você :(|;|na|;|na|
|Thu May 28 13:11:17 +0000 2015|;|0|;|E eu acabei de foder tudo mais ainda :(|;|na|;|na|
|Thu May 28 13:11:16 +0000 2015|;|0|;|AT_USER desculpa sumir supermegahipermozao as coisas tao mt corridas :(|;|na|;|na|
|Thu May 28 13:11:16 +0000 2015|;|0|;|Finalmente começou AT_USER o Ue que bom dia zé mais triste rafa :( vc tá bem mulher kkk|;|na|;|na|
|Thu May 28 13:11:15 +0000 2015|;|0|;|Laura foi embora :(|;|na|;|na|
|Thu May 28 13:11:11 +0000 2015|;|0|;|foda não ter show do Henrique e Diego :(|;|na|;|na|
|Thu May 28 13:11:07 +0000 2015|;|1|;|RT AT_USER kendallzinha chega no brasil hoje :(|;|na|;|na|
|Thu May 28 13:11:02 +0000 2015|;|0|;|a AT_USER vai ta em brasilia e não vou poder ir ver :((((((((((|;|na|;|na|
|Thu May 28 13:11:02 +0000 2015|;|0|;|deu unfollow no John NO JOHN :((((((((((((((((((|;|na|;|na|
|Thu May 28 13:10:56 +0000 2015|;|141|;|RT AT_USER AT_USER :((((( vem amigo|;|na|;|na|
|Thu May 28 13:10:56 +0000 2015|;|0|;|AT_USER pra data que eu posso tem pra ida mas nao pra volta :(((((((((|;|na|;|na|
|Thu May 28 13:10:52 +0000 2015|;|0|;|O SORRISO OS DENTINHOS A ORELHAZINHA :(|;|na|;|na|
|Thu May 28 13:10:52 +0000 2015|;|1|;|kendallzinha chega no brasil hoje :(|;|na|;|na|
|Thu May 28 13:10:48 +0000 2015|;|5|;|Todo dia um novo 7 a 1 :( URL|;|na|;|na|
|Thu May 28 13:10:48 +0000 2015|;|1|;|AT_USER Sim eu imaginoninguém esperava néO pai vai buscar a Cris no aeroporto hoje :( ela deve tá muito mal também :(|;|na|;|na|
|Thu May 28 13:10:34 +0000 2015|;|0|;|AT_USER obrigada sim eu iria fazer um exame mas não tem como ir nessas condições :(|;|na|;|na|
|Thu May 28 13:10:28 +0000 2015|;|0|;|AT_USER deve ser muito difícil :( mas dá pra resolver isso com terapia Espero que você fique boa logo|;|na|;|na|
|Thu May 28 13:10:28 +0000 2015|;|0|;|Já foi a luz Voltou Falta a Net Humpf &gt:(|;|na|;|na|
|Thu May 28 13:10:26 +0000 2015|;|0|;|AT_USER eu queria :(|;|na|;|na|
|Thu May 28 13:10:26 +0000 2015|;|0|;|meu amo :-( #JustinForMMVA URL|;|na|;|na|
|Thu May 28 13:10:25 +0000 2015|;|0|;|Isto para mim nao tem piada nenhuma :(|;|na|;|na|
|Thu May 28 13:10:25 +0000 2015|;|1|;|RT AT_USER AT_USER sorry :( vou mandar elas calarem-se|;|na|;|na|
|Thu May 28 13:10:24 +0000 2015|;|0|;|AT_USER não sei assisti no now :(|;|na|;|na|
|Thu May 28 13:10:23 +0000 2015|;|0|;|Desde quando se estraga uma amizade por uma Merda :( É pk n era Amizadee|;|na|;|na|
|Thu May 28 13:10:19 +0000 2015|;|0|;|AT_USER tipo isso :(((( SOS|;|na|;|na|
|Thu May 28 13:10:09 +0000 2015|;|0|;|AT_USER cara era pra vc falar nao é real é dolar Tipo Zorra e tals eu dei a entrada na piada :(|;|na|;|na|
|Thu May 28 13:10:08 +0000 2015|;|0|;|AT_USER tu viu q eu tava mal :(|;|na|;|na|
|Thu May 28 13:10:07 +0000 2015|;|1|;|AT_USER sorry :( vou mandar elas calarem-se|;|na|;|na|
|Thu May 28 13:10:06 +0000 2015|;|0|;|meu neném :-(|;|na|;|na|
|Thu May 28 13:10:02 +0000 2015|;|0|;|Quero ir pra Europa também :(((|;|na|;|na|
|Thu May 28 13:10:01 +0000 2015|;|0|;|sem internet em casa :(|;|na|;|na|
|Thu May 28 13:09:55 +0000 2015|;|0|;|Passando mal :(|;|na|;|na|
|Thu May 28 13:09:53 +0000 2015|;|0|;|chuvinha moio o pião de skate :(|;|na|;|na|
|Thu May 28 13:09:48 +0000 2015|;|0|;|Cara olha as notícias logo de manhã :((|;|na|;|na|
|Thu May 28 13:09:48 +0000 2015|;|0|;|Dalila ta com infecção urinária que dó :(|;|na|;|na|
|Thu May 28 13:09:47 +0000 2015|;|0|;|tem gente q eu não falo desde o show ano passado e só me chama pra perguntar se eu vou esse ano não dá :( se fosse ano q vem enfim|;|na|;|na|
|Thu May 28 13:09:41 +0000 2015|;|0|;|tão linda :( URL|;|na|;|na|
|Thu May 28 13:09:40 +0000 2015|;|0|;|Que friozinho bom minha cama ta tao gostosa não quero sair dela :(|;|na|;|na|
|Thu May 28 13:09:37 +0000 2015|;|0|;|AT_USER também :(( dormiu cedo ontem|;|na|;|na|
|Thu May 28 13:09:36 +0000 2015|;|6|;|RT AT_USER Pobre Link :( URL|;|na|;|na|
|Thu May 28 13:09:34 +0000 2015|;|0|;|mendigando atenção da namorada que nem tem tempo de abrir o whatsapp no trabalho :(|;|na|;|na|
|Thu May 28 13:09:29 +0000 2015|;|43|;|RT AT_USER Pois é gente a produção barrou nesmo eles de postarem a foto :( URL|;|na|;|na|
|Thu May 28 13:09:28 +0000 2015|;|0|;|vou ser mandada embora certeza :(|;|na|;|na|
|Thu May 28 13:09:25 +0000 2015|;|150|;|RT AT_USER AT_USER liam zayn tem a voz linda mas sei lá canta sem vontade parece :(|;|na|;|na|
|Thu May 28 13:09:14 +0000 2015|;|0|;|Vai batendo uma tristezinha sem jeito : (|;|na|;|na|
|Thu May 28 13:09:14 +0000 2015|;|0|;|AT_USER Welle karê te zor e heyran :((( Xudê qewetê bide te |;|37.164372|;|38.7897339|
|Thu May 28 13:09:10 +0000 2015|;|0|;|Hoje é dia de limpar casa e eu não to nenhum pouco animada :(|;|na|;|na|
|Thu May 28 13:09:07 +0000 2015|;|0|;|AT_USER AT_USER pq q eh bem num dia q eu não posso :(|;|na|;|na|
|Thu May 28 13:09:02 +0000 2015|;|0|;|AT_USER faz mais videos de speedrunners :(((|;|na|;|na|
|Thu May 28 13:09:02 +0000 2015|;|0|;|AT_USER vc eh a unica que nunca pisou na bola comigo :( o problema sempre eh eu ne q fico brigando com vc por ciumes|;|na|;|na|
|Thu May 28 13:09:00 +0000 2015|;|1|;|RT AT_USER AT_USER Meu deus porque vc não vai num matemático :(|;|na|;|na|
|Thu May 28 13:08:59 +0000 2015|;|0|;|UM TIRO DO DOERIA MENOS :( URL|;|na|;|na|
|Thu May 28 13:08:58 +0000 2015|;|3|;|RT AT_USER A demi deve ser tão pequena mano deve ser tão maravilhoso abraçar ela :( #TeenChoice #ChoiceFemaleArtist Demi Lovato|;|na|;|na|
|Thu May 28 13:08:55 +0000 2015|;|0|;|Manhã da bad vibe :(|;|na|;|na|
